ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CITY,STATE,COUNTRY,TERRITORY,DEALSIZE
10282,39,100,10,4797.39,20 August 2004,Shipped,3,8,2004,Classic Cars,118,S24_4048,San Rafael,CA,USA,,Medium
10292,27,100,4,3832.38,09 August 2004,Shipped,3,9,2004,Classic Cars,118,S24_4048,NYC,NY,USA,,Medium
10305,36,100,1,4641.48,13 October 2004,Shipped,4,10,2004,Classic Cars,118,S24_4048,Cambridge,MA,USA,,Medium
10314,38,100,10,4000.26,22 October 2004,Shipped,4,10,2004,Classic Cars,118,S24_4048,Aaarhus,,Denmark,EMEA,Medium
10325,44,100,5,5325.76,11 May 2004,Shipped,4,11,2004,Classic Cars,118,S24_4048,Stavern,,Norway,EMEA,Medium
10336,31,100,5,4618.69,20 November 2004,Shipped,4,11,2004,Classic Cars,118,S24_4048,Paris,,France,EMEA,Medium
10349,23,100,2,3182.97,12 January 2004,Shipped,4,12,2004,Classic Cars,118,S24_4048,NYC,NY,USA,,Medium
10359,22,100,7,2603.04,15 December 2004,Shipped,4,12,2004,Classic Cars,118,S24_4048,Reims,,France,EMEA,Small
10371,28,50.32,9,1408.96,23 January 2005,Shipped,1,1,2005,Classic Cars,118,S24_4048,San Rafael,CA,USA,,Small
10383,21,93.91,4,1972.11,22 February 2005,Shipped,1,2,2005,Classic Cars,118,S24_4048,Madrid,,Spain,EMEA,Small
10394,37,100,7,5207.75,15 March 2005,Shipped,1,3,2005,Classic Cars,118,S24_4048,Madrid,,Spain,EMEA,Medium
10412,31,100,1,4253.2,05 March 2005,Shipped,2,5,2005,Classic Cars,118,S24_4048,Madrid,,Spain,EMEA,Medium
10103,25,100,15,2873,29 January 2003,Shipped,1,1,2003,Vintage Cars,97,S24_4258,Stavern,,Norway,EMEA,Small
10111,26,86.68,3,2253.68,25 March 2003,Shipped,1,3,2003,Vintage Cars,97,S24_4258,San Francisco,CA,USA,,Small
10126,34,100,15,3576.12,28 May 2003,Shipped,2,5,2003,Vintage Cars,97,S24_4258,Madrid,,Spain,EMEA,Medium
10139,29,100,4,3276.13,16 July 2003,Shipped,3,7,2003,Vintage Cars,97,S24_4258,Chatswood,NSW,Australia,APAC,Medium
10149,20,90.57,1,1811.4,09 December 2003,Shipped,3,9,2003,Vintage Cars,97,S24_4258,Brisbane,CA,USA,,Small
10163,42,91.55,5,3845.1,20 October 2003,Shipped,4,10,2003,Vintage Cars,97,S24_4258,NYC,NY,USA,,Medium
10173,22,100,3,2571.14,11 May 2003,Shipped,4,11,2003,Vintage Cars,97,S24_4258,Bergamo,,Italy,EMEA,Small
10183,47,100,12,5035.11,13 November 2003,Shipped,4,11,2003,Vintage Cars,97,S24_4258,Philadelphia,PA,USA,,Medium
10193,20,100,4,2279,21 November 2003,Shipped,4,11,2003,Vintage Cars,97,S24_4258,Glen Waverly,Victoria,Australia,APAC,Small
10206,33,97.39,10,3213.87,12 May 2003,Shipped,4,12,2003,Vintage Cars,97,S24_4258,Vancouver,BC,Canada,,Medium
10215,39,90.57,7,3532.23,29 January 2004,Shipped,1,1,2004,Vintage Cars,97,S24_4258,Burbank,CA,USA,,Medium
10228,33,100,6,3406.59,03 October 2004,Shipped,1,3,2004,Vintage Cars,97,S24_4258,Cambridge,MA,USA,,Medium
10244,40,86.68,4,3467.2,29 April 2004,Shipped,2,4,2004,Vintage Cars,97,S24_4258,Madrid,,Spain,EMEA,Medium
10257,46,78.89,4,3628.94,14 June 2004,Shipped,2,6,2004,Vintage Cars,97,S24_4258,San Jose,CA,USA,,Medium
10269,48,97.39,2,4674.72,16 July 2004,Shipped,3,7,2004,Vintage Cars,97,S24_4258,Salzburg,,Austria,EMEA,Medium
10280,21,78.89,6,1656.69,17 August 2004,Shipped,3,8,2004,Vintage Cars,97,S24_4258,Torino,,Italy,EMEA,Small
10290,45,100,1,5171.4,09 July 2004,Shipped,3,9,2004,Vintage Cars,97,S24_4258,Brickhaven,MA,USA,,Medium
10304,33,100,10,3342.57,10 November 2004,Shipped,4,10,2004,Vintage Cars,97,S24_4258,Versailles,,France,EMEA,Medium
10312,44,100,7,4884.88,21 October 2004,Shipped,4,10,2004,Vintage Cars,97,S24_4258,San Rafael,CA,USA,,Medium
10324,33,100,3,6267.69,11 May 2004,Shipped,4,11,2004,Vintage Cars,97,S24_4258,NYC,NY,USA,,Medium
10333,39,100,1,4424.16,18 November 2004,Shipped,4,11,2004,Vintage Cars,97,S24_4258,San Francisco,CA,USA,,Medium
10348,39,50.31,2,1962.09,11 January 2004,Shipped,4,11,2004,Vintage Cars,97,S24_4258,Madrid,,Spain,EMEA,Small
10358,41,100,6,6847,12 October 2004,Shipped,4,12,2004,Vintage Cars,97,S24_4258,Madrid,,Spain,EMEA,Medium
10369,40,86.92,3,3476.8,20 January 2005,Shipped,1,1,2005,Vintage Cars,97,S24_4258,Brickhaven,MA,USA,,Medium
10382,33,100,4,4592.61,17 February 2005,Shipped,1,2,2005,Vintage Cars,97,S24_4258,San Rafael,CA,USA,,Medium
10423,28,78.89,4,2208.92,30 May 2005,In Process,2,5,2005,Vintage Cars,97,S24_4258,Bruxelles,,Belgium,EMEA,Small
10106,26,63.76,3,1657.76,17 February 2003,Shipped,1,2,2003,Planes,72,S24_4278,Bergamo,,Italy,EMEA,Small
10120,29,85.49,9,2479.21,29 April 2003,Shipped,2,4,2003,Planes,72,S24_4278,Melbourne,Victoria,Australia,APAC,Small
10133,46,77.52,4,3565.92,27 June 2003,Shipped,2,6,2003,Planes,72,S24_4278,Madrid,,Spain,EMEA,Medium
10145,33,84.77,15,2797.41,25 August 2003,Shipped,3,8,2003,Planes,72,S24_4278,Pasadena,CA,USA,,Small
10168,48,78.25,10,3756,28 October 2003,Shipped,4,10,2003,Planes,72,S24_4278,Burlingame,CA,USA,,Medium
10210,40,71,8,2840,01 December 2004,Shipped,1,1,2004,Planes,72,S24_4278,Osaka,Osaka,Japan,Japan,Small
10223,23,74.62,10,1716.26,20 February 2004,Shipped,1,2,2004,Planes,72,S24_4278,Melbourne,Victoria,Australia,APAC,Small
10235,40,81.14,4,3245.6,04 February 2004,Shipped,2,4,2004,Planes,72,S24_4278,Tsawassen,BC,Canada,,Medium
10250,37,74.62,5,2760.94,05 November 2004,Shipped,2,5,2004,Planes,72,S24_4278,San Jose,CA,USA,,Small
10263,24,75.35,11,1808.4,28 June 2004,Shipped,2,6,2004,Planes,72,S24_4278,Bridgewater,CT,USA,,Small
10275,27,62.31,10,1682.37,23 July 2004,Shipped,3,7,2004,Planes,72,S24_4278,Nantes,,France,EMEA,Small
10284,21,71,2,1491,21 August 2004,Shipped,3,8,2004,Planes,72,S24_4278,Oslo,,Norway,EMEA,Small
10297,23,72.45,5,1666.35,16 September 2004,Shipped,3,9,2004,Planes,72,S24_4278,Dublin,,Ireland,EMEA,Small
10308,44,83.32,8,3666.08,15 October 2004,Shipped,4,10,2004,Planes,72,S24_4278,White Plains,NY,USA,,Medium
10317,35,83.32,1,2916.2,11 February 2004,Shipped,4,11,2004,Planes,72,S24_4278,Burlingame,CA,USA,,Small
10328,43,60.86,4,2616.98,11 December 2004,Shipped,4,11,2004,Planes,72,S24_4278,Bergamo,,Italy,EMEA,Small
10340,40,84.77,1,3390.8,24 November 2004,Shipped,4,11,2004,Planes,72,S24_4278,Barcelona,,Spain,EMEA,Medium
10353,35,89.9,3,3146.5,12 April 2004,Shipped,4,12,2004,Planes,72,S24_4278,Glendale,CT,USA,,Medium
10361,25,62.46,1,1561.5,17 December 2004,Shipped,4,12,2004,Planes,72,S24_4278,Chatswood,NSW,Australia,APAC,Small
10375,43,100,2,10039.6,02 March 2005,Shipped,1,2,2005,Planes,72,S24_4278,Nantes,,France,EMEA,Large
10386,50,63.34,8,3167,03 January 2005,Resolved,1,3,2005,Planes,72,S24_4278,Madrid,,Spain,EMEA,Medium
10398,45,78.25,14,3521.25,30 March 2005,Shipped,1,3,2005,Planes,72,S24_4278,Reims,,France,EMEA,Medium
10401,52,81.14,4,4219.28,04 March 2005,On Hold,2,4,2005,Planes,72,S24_4278,Newark,NJ,USA,,Medium
10416,48,74.62,5,3581.76,05 October 2005,Shipped,2,5,2005,Planes,72,S24_4278,Reggio Emilia,,Italy,EMEA,Medium
10108,31,68.71,10,2130.01,03 March 2003,Shipped,1,3,2003,Classic Cars,80,S24_4620,Makati City,,Philippines,Japan,Small
10122,29,71.14,14,2063.06,05 August 2003,Shipped,2,5,2003,Classic Cars,80,S24_4620,Marseille,,France,EMEA,Small
10135,23,87.31,11,2008.13,07 February 2003,Shipped,3,7,2003,Classic Cars,80,S24_4620,San Rafael,CA,USA,,Small
10147,31,64.67,11,2004.77,09 May 2003,Shipped,3,9,2003,Classic Cars,80,S24_4620,Brickhaven,MA,USA,,Small
10159,23,67.1,6,1543.3,10 October 2003,Shipped,4,10,2003,Classic Cars,80,S24_4620,San Francisco,CA,USA,,Small
10169,24,94.58,6,2269.92,11 April 2003,Shipped,4,11,2003,Classic Cars,80,S24_4620,North Sydney,NSW,Australia,APAC,Small
10180,28,71.14,1,1991.92,11 November 2003,Shipped,4,11,2003,Classic Cars,80,S24_4620,Lille,,France,EMEA,Small
10191,44,66.29,7,2916.76,20 November 2003,Shipped,4,11,2003,Classic Cars,80,S24_4620,Koln,,Germany,EMEA,Small
10211,22,92.16,6,2027.52,15 January 2004,Shipped,1,1,2004,Classic Cars,80,S24_4620,Paris,,France,EMEA,Small
10225,46,70.33,13,3235.18,22 February 2004,Shipped,1,2,2004,Classic Cars,80,S24_4620,Gensve,,Switzerland,EMEA,Medium
10238,22,93.77,7,2062.94,04 September 2004,Shipped,2,4,2004,Classic Cars,80,S24_4620,Kobenhavn,,Denmark,EMEA,Small
10252,38,87.31,3,3317.78,26 May 2004,Shipped,2,5,2004,Classic Cars,80,S24_4620,Paris,,France,EMEA,Medium
10264,47,83.27,1,3913.69,30 June 2004,Shipped,2,6,2004,Classic Cars,80,S24_4620,Boston,MA,USA,,Medium
10276,48,75.18,7,3608.64,08 February 2004,Shipped,3,8,2004,Classic Cars,80,S24_4620,Brickhaven,MA,USA,,Medium
10287,40,88.12,16,3524.8,30 August 2004,Shipped,3,8,2004,Classic Cars,80,S24_4620,Gensve,,Switzerland,EMEA,Medium
10299,32,80.84,1,2586.88,30 September 2004,Shipped,3,9,2004,Classic Cars,80,S24_4620,Helsinki,,Finland,EMEA,Small
10310,49,97.01,14,4753.49,16 October 2004,Shipped,4,10,2004,Classic Cars,80,S24_4620,Koln,,Germany,EMEA,Medium
10319,43,85.69,2,3684.67,11 March 2004,Shipped,4,11,2004,Classic Cars,80,S24_4620,NYC,NY,USA,,Medium
10331,41,100,2,5715.4,17 November 2004,Shipped,4,11,2004,Classic Cars,80,S24_4620,Philadelphia,PA,USA,,Medium
10343,30,100,1,3098.7,24 November 2004,Shipped,4,11,2004,Classic Cars,80,S24_4620,Reims,,France,EMEA,Medium
10355,28,95.39,9,2670.92,12 July 2004,Shipped,4,12,2004,Classic Cars,80,S24_4620,Madrid,,Spain,EMEA,Small
10363,43,100,9,5154.41,01 June 2005,Shipped,1,1,2005,Classic Cars,80,S24_4620,Espoo,,Finland,EMEA,Medium
10378,41,100,2,4894.17,02 October 2005,Shipped,1,2,2005,Classic Cars,80,S24_4620,Madrid,,Spain,EMEA,Medium
10390,30,82.42,10,2472.6,03 April 2005,Shipped,1,3,2005,Classic Cars,80,S24_4620,San Rafael,CA,USA,,Small
10103,31,100,3,3224.31,29 January 2003,Shipped,1,1,2003,Trucks and Buses,96,S32_1268,Stavern,,Norway,EMEA,Medium
10114,32,100,7,3667.52,04 January 2003,Shipped,2,4,2003,Trucks and Buses,96,S32_1268,Paris,,France,EMEA,Medium
10126,43,96.31,3,4141.33,28 May 2003,Shipped,2,5,2003,Trucks and Buses,96,S32_1268,Madrid,,Spain,EMEA,Medium
10140,26,100,3,2829.58,24 July 2003,Shipped,3,7,2003,Trucks and Buses,96,S32_1268,Burlingame,CA,USA,,Small
10151,27,100,10,3068.55,21 September 2003,Shipped,3,9,2003,Trucks and Buses,96,S32_1268,Oulu,,Finland,EMEA,Medium
10164,24,100,1,2634.96,21 October 2003,Resolved,4,10,2003,Trucks and Buses,96,S32_1268,Graz,,Austria,EMEA,Small
10175,22,100,8,2436.72,11 June 2003,Shipped,4,11,2003,Trucks and Buses,96,S32_1268,London,,UK,EMEA,Small
10184,46,100,13,4607.36,14 November 2003,Shipped,4,11,2003,Trucks and Buses,96,S32_1268,Sevilla,,Spain,EMEA,Medium
10194,37,97.27,3,3598.99,25 November 2003,Shipped,4,11,2003,Trucks and Buses,96,S32_1268,Lyon,,France,EMEA,Medium
10207,49,80.9,14,3964.1,12 September 2003,Shipped,4,12,2003,Trucks and Buses,96,S32_1268,Boston,MA,USA,,Medium
10217,21,100,3,2244.9,02 April 2004,Shipped,1,2,2004,Trucks and Buses,96,S32_1268,Singapore,,Singapore,APAC,Small
10229,25,100,8,2793,03 November 2004,Shipped,1,3,2004,Trucks and Buses,96,S32_1268,San Rafael,CA,USA,,Small
10245,37,100,1,4133.64,05 April 2004,Shipped,2,5,2004,Trucks and Buses,96,S32_1268,New Haven,CT,USA,,Medium
10259,45,86.68,11,3900.6,15 June 2004,Shipped,2,6,2004,Trucks and Buses,96,S32_1268,Singapore,,Singapore,APAC,Medium
10270,32,85.72,1,2743.04,19 July 2004,Shipped,3,7,2004,Trucks and Buses,96,S32_1268,Chatswood,NSW,Australia,APAC,Small
10281,29,82.83,8,2402.07,19 August 2004,Shipped,3,8,2004,Trucks and Buses,96,S32_1268,Allentown,PA,USA,,Small
10291,26,83.79,3,2178.54,09 August 2004,Shipped,3,9,2004,Trucks and Buses,96,S32_1268,Boras,,Sweden,EMEA,Small
10305,28,100,12,3155.04,13 October 2004,Shipped,4,10,2004,Trucks and Buses,96,S32_1268,Cambridge,MA,USA,,Medium
10313,27,87.64,6,2366.28,22 October 2004,Shipped,4,10,2004,Trucks and Buses,96,S32_1268,Vancouver,BC,Canada,,Small
10324,20,98.18,11,1963.6,11 May 2004,Shipped,4,11,2004,Trucks and Buses,96,S32_1268,NYC,NY,USA,,Small
10335,44,100,1,4746.28,19 November 2004,Shipped,4,11,2004,Trucks and Buses,96,S32_1268,San Rafael,CA,USA,,Medium
10348,42,100,3,6386.94,11 January 2004,Shipped,4,11,2004,Trucks and Buses,96,S32_1268,Madrid,,Spain,EMEA,Medium
10358,41,100,1,4428,12 October 2004,Shipped,4,12,2004,Trucks and Buses,96,S32_1268,Madrid,,Spain,EMEA,Medium
10371,26,100,1,4044.04,23 January 2005,Shipped,1,1,2005,Trucks and Buses,96,S32_1268,San Rafael,CA,USA,,Medium
10382,26,100,6,2708.42,17 February 2005,Shipped,1,2,2005,Trucks and Buses,96,S32_1268,San Rafael,CA,USA,,Small
10411,26,100,1,2904.72,05 January 2005,Shipped,2,5,2005,Trucks and Buses,96,S32_1268,Montreal,Quebec,Canada,,Small
10425,41,86.68,11,3553.88,31 May 2005,In Process,2,5,2005,Trucks and Buses,96,S32_1268,Nantes,,France,EMEA,Medium
10107,20,92.9,8,1858,24 February 2003,Shipped,1,2,2003,Motorcycles,99,S32_1374,NYC,NY,USA,,Small
10120,22,100,6,2461.36,29 April 2003,Shipped,2,4,2003,Motorcycles,99,S32_1374,Melbourne,Victoria,Australia,APAC,Small
10133,23,100,1,2642.01,27 June 2003,Shipped,2,6,2003,Motorcycles,99,S32_1374,Madrid,,Spain,EMEA,Small
10145,33,93.9,12,3098.7,25 August 2003,Shipped,3,8,2003,Motorcycles,99,S32_1374,Pasadena,CA,USA,,Medium
10168,28,100,7,3244.36,28 October 2003,Shipped,4,10,2003,Motorcycles,99,S32_1374,Burlingame,CA,USA,,Medium
10188,44,98.89,7,4351.16,18 November 2003,Shipped,4,11,2003,Motorcycles,99,S32_1374,Bergen,,Norway,EMEA,Medium
10210,46,79.91,5,3675.86,01 December 2004,Shipped,1,1,2004,Motorcycles,99,S32_1374,Osaka,Osaka,Japan,Japan,Medium
10223,21,100,7,2475.27,20 February 2004,Shipped,1,2,2004,Motorcycles,99,S32_1374,Melbourne,Victoria,Australia,APAC,Small
10235,41,100,1,4177.49,04 February 2004,Shipped,2,4,2004,Motorcycles,99,S32_1374,Tsawassen,BC,Canada,,Medium
10250,31,100,2,3282.28,05 November 2004,Shipped,2,5,2004,Motorcycles,99,S32_1374,San Jose,CA,USA,,Medium
10263,31,79.91,8,2477.21,28 June 2004,Shipped,2,6,2004,Motorcycles,99,S32_1374,Bridgewater,CT,USA,,Small
10275,23,81.91,7,1883.93,23 July 2004,Shipped,3,7,2004,Motorcycles,99,S32_1374,Nantes,,France,EMEA,Small
10285,37,98.89,12,3658.93,27 August 2004,Shipped,3,8,2004,Motorcycles,99,S32_1374,Cambridge,MA,USA,,Medium
10297,26,100,2,2856.88,16 September 2004,Shipped,3,9,2004,Motorcycles,99,S32_1374,Dublin,,Ireland,EMEA,Small
10308,24,79.91,5,1917.84,15 October 2004,Shipped,4,10,2004,Motorcycles,99,S32_1374,White Plains,NY,USA,,Small
10318,47,100,7,5305.36,11 February 2004,Shipped,4,11,2004,Motorcycles,99,S32_1374,Allentown,PA,USA,,Medium
10329,45,63.91,11,2875.95,15 November 2004,Shipped,4,11,2004,Motorcycles,99,S32_1374,NYC,NY,USA,,Small
10340,55,100,2,6482.85,24 November 2004,Shipped,4,11,2004,Motorcycles,99,S32_1374,Barcelona,,Spain,EMEA,Medium
10353,46,81.17,5,3733.82,12 April 2004,Shipped,4,12,2004,Motorcycles,99,S32_1374,Glendale,CT,USA,,Medium
10363,50,100,2,6576.5,01 June 2005,Shipped,1,1,2005,Motorcycles,99,S32_1374,Espoo,,Finland,EMEA,Medium
10375,37,100,3,6353.27,02 March 2005,Shipped,1,2,2005,Motorcycles,99,S32_1374,Nantes,,France,EMEA,Medium
10387,44,94.9,1,4175.6,03 February 2005,Shipped,1,3,2005,Motorcycles,99,S32_1374,Singapore,,Singapore,Japan,Medium
10401,49,100,1,4992.61,04 March 2005,On Hold,2,4,2005,Motorcycles,99,S32_1374,Newark,NJ,USA,,Medium
10416,45,100,2,4764.6,05 October 2005,Shipped,2,5,2005,Motorcycles,99,S32_1374,Reggio Emilia,,Italy,EMEA,Medium
10108,27,43.45,13,1173.15,03 March 2003,Shipped,1,3,2003,Motorcycles,40,S32_2206,Makati City,,Philippines,Japan,Small
10122,31,44.66,17,1384.46,05 August 2003,Shipped,2,5,2003,Motorcycles,40,S32_2206,Marseille,,France,EMEA,Small
10135,33,40.23,14,1327.59,07 February 2003,Shipped,3,7,2003,Motorcycles,40,S32_2206,San Rafael,CA,USA,,Small
10145,31,35.8,1,1109.8,25 August 2003,Shipped,3,8,2003,Motorcycles,40,S32_2206,Pasadena,CA,USA,,Small
10159,35,35.4,9,1239,10 October 2003,Shipped,4,10,2003,Motorcycles,40,S32_2206,San Francisco,CA,USA,,Small
10169,26,39.83,9,1035.58,11 April 2003,Shipped,4,11,2003,Motorcycles,40,S32_2206,North Sydney,NSW,Australia,APAC,Small
10180,34,45.46,4,1545.64,11 November 2003,Shipped,4,11,2003,Motorcycles,40,S32_2206,Lille,,France,EMEA,Small
10190,46,32.99,1,1517.54,19 November 2003,Shipped,4,11,2003,Motorcycles,40,S32_2206,Madrid,,Spain,EMEA,Small
10211,41,42.24,9,1731.84,15 January 2004,Shipped,1,1,2004,Motorcycles,40,S32_2206,Paris,,France,EMEA,Small
10224,43,39.43,2,1695.49,21 February 2004,Shipped,1,2,2004,Motorcycles,40,S32_2206,Lille,,France,EMEA,Small
10237,26,40.23,2,1045.98,04 May 2004,Shipped,2,4,2004,Motorcycles,40,S32_2206,NYC,NY,USA,,Small
10252,36,48.28,6,1738.08,26 May 2004,Shipped,2,5,2004,Motorcycles,40,S32_2206,Paris,,France,EMEA,Small
10264,20,32.59,4,651.8,30 June 2004,Shipped,2,6,2004,Motorcycles,40,S32_2206,Boston,MA,USA,,Small
10276,27,36.61,10,988.47,08 February 2004,Shipped,3,8,2004,Motorcycles,40,S32_2206,Brickhaven,MA,USA,,Small
10285,37,41.03,1,1518.11,27 August 2004,Shipped,3,8,2004,Motorcycles,40,S32_2206,Cambridge,MA,USA,,Small
10299,24,42.24,4,1013.76,30 September 2004,Shipped,3,9,2004,Motorcycles,40,S32_2206,Helsinki,,Finland,EMEA,Small
10310,36,43.05,17,1549.8,16 October 2004,Shipped,4,10,2004,Motorcycles,40,S32_2206,Koln,,Germany,EMEA,Small
10319,29,38.22,5,1108.38,11 March 2004,Shipped,4,11,2004,Motorcycles,40,S32_2206,NYC,NY,USA,,Small
10331,28,100,3,4102.56,17 November 2004,Shipped,4,11,2004,Motorcycles,40,S32_2206,Philadelphia,PA,USA,,Medium
10343,29,100,5,3713.16,24 November 2004,Shipped,4,11,2004,Motorcycles,40,S32_2206,Reims,,France,EMEA,Medium
10355,38,39.83,10,1513.54,12 July 2004,Shipped,4,12,2004,Motorcycles,40,S32_2206,Madrid,,Spain,EMEA,Small
10364,48,48.28,1,2317.44,01 June 2005,Shipped,1,1,2005,Motorcycles,40,S32_2206,Marseille,,France,EMEA,Small
10378,40,82.46,1,3298.4,02 October 2005,Shipped,1,2,2005,Motorcycles,40,S32_2206,Madrid,,Spain,EMEA,Medium
10390,41,44.56,11,1826.96,03 April 2005,Shipped,1,3,2005,Motorcycles,40,S32_2206,San Rafael,CA,USA,,Small
10403,30,40.23,2,1206.9,04 August 2005,Shipped,2,4,2005,Motorcycles,40,S32_2206,Liverpool,,UK,EMEA,Small
10104,35,47.62,11,1666.7,31 January 2003,Shipped,1,1,2003,Trucks and Buses,54,S32_2509,Madrid,,Spain,EMEA,Small
10114,28,55.73,2,1560.44,04 January 2003,Shipped,2,4,2003,Trucks and Buses,54,S32_2509,Paris,,France,EMEA,Small
10127,45,51.95,13,2337.75,06 March 2003,Shipped,2,6,2003,Trucks and Buses,54,S32_2509,NYC,NY,USA,,Small
10141,24,45.99,7,1103.76,08 January 2003,Shipped,3,8,2003,Trucks and Buses,54,S32_2509,Espoo,,Finland,EMEA,Small
10151,41,63.85,5,2617.85,21 September 2003,Shipped,3,9,2003,Trucks and Buses,54,S32_2509,Oulu,,Finland,EMEA,Small
10165,48,45.99,14,2207.52,22 October 2003,Shipped,4,10,2003,Trucks and Buses,54,S32_2509,Singapore,,Singapore,Japan,Small
10175,50,63.31,3,3165.5,11 June 2003,Shipped,4,11,2003,Trucks and Buses,54,S32_2509,London,,UK,EMEA,Medium
10184,33,62.77,8,2071.41,14 November 2003,Shipped,4,11,2003,Trucks and Buses,54,S32_2509,Sevilla,,Spain,EMEA,Small
10195,32,43.29,8,1385.28,25 November 2003,Shipped,4,11,2003,Trucks and Buses,54,S32_2509,White Plains,NY,USA,,Small
10207,27,60.06,9,1621.62,12 September 2003,Shipped,4,12,2003,Trucks and Buses,54,S32_2509,Boston,MA,USA,,Small
10219,35,55.19,4,1931.65,02 October 2004,Shipped,1,2,2004,Trucks and Buses,54,S32_2509,Brisbane,CA,USA,,Small
10229,23,54.11,3,1244.53,03 November 2004,Shipped,1,3,2004,Trucks and Buses,54,S32_2509,San Rafael,CA,USA,,Small
10246,35,48.7,7,1704.5,05 May 2004,Shipped,2,5,2004,Trucks and Buses,54,S32_2509,Madrid,,Spain,EMEA,Small
10259,40,43.83,6,1753.2,15 June 2004,Shipped,2,6,2004,Trucks and Buses,54,S32_2509,Singapore,,Singapore,APAC,Small
10271,35,47.62,7,1666.7,20 July 2004,Shipped,3,7,2004,Trucks and Buses,54,S32_2509,San Rafael,CA,USA,,Small
10281,31,55.19,3,1710.89,19 August 2004,Shipped,3,8,2004,Trucks and Buses,54,S32_2509,Allentown,PA,USA,,Small
10292,50,46.53,10,2326.5,09 August 2004,Shipped,3,9,2004,Trucks and Buses,54,S32_2509,NYC,NY,USA,,Small
10305,40,57.9,7,2316,13 October 2004,Shipped,4,10,2004,Trucks and Buses,54,S32_2509,Cambridge,MA,USA,,Small
10313,38,45.45,1,1727.1,22 October 2004,Shipped,4,10,2004,Trucks and Buses,54,S32_2509,Vancouver,BC,Canada,,Small
10325,38,100,3,8844.12,11 May 2004,Shipped,4,11,2004,Trucks and Buses,54,S32_2509,Stavern,,Norway,EMEA,Large
10335,40,60.6,3,2424,19 November 2004,Shipped,4,11,2004,Trucks and Buses,54,S32_2509,San Rafael,CA,USA,,Small
10349,33,46.53,1,1535.49,12 January 2004,Shipped,4,12,2004,Trucks and Buses,54,S32_2509,NYC,NY,USA,,Small
10359,36,100,3,6358.68,15 December 2004,Shipped,4,12,2004,Trucks and Buses,54,S32_2509,Reims,,France,EMEA,Medium
10371,20,66.47,2,1329.4,23 January 2005,Shipped,1,1,2005,Trucks and Buses,54,S32_2509,San Rafael,CA,USA,,Small
10383,32,53.18,5,1701.76,22 February 2005,Shipped,1,2,2005,Trucks and Buses,54,S32_2509,Madrid,,Spain,EMEA,Small
10394,36,62.77,3,2259.72,15 March 2005,Shipped,1,3,2005,Trucks and Buses,54,S32_2509,Madrid,,Spain,EMEA,Small
10412,19,48.7,7,925.3,05 March 2005,Shipped,2,5,2005,Trucks and Buses,54,S32_2509,Madrid,,Spain,EMEA,Small
10425,11,43.83,6,482.13,31 May 2005,In Process,2,5,2005,Trucks and Buses,54,S32_2509,Nantes,,France,EMEA,Small
10104,49,65.87,4,3227.63,31 January 2003,Shipped,1,1,2003,Trains,62,S32_3207,Madrid,,Spain,EMEA,Medium
10116,27,63.38,1,1711.26,04 November 2003,Shipped,2,4,2003,Trains,62,S32_3207,Charleroi,,Belgium,EMEA,Small
10127,29,70.84,6,2054.36,06 March 2003,Shipped,2,6,2003,Trains,62,S32_3207,NYC,NY,USA,,Small
10142,42,74.57,16,3131.94,08 August 2003,Shipped,3,8,2003,Trains,62,S32_3207,San Rafael,CA,USA,,Medium
10152,33,50.95,2,1681.35,25 September 2003,Shipped,3,9,2003,Trains,62,S32_3207,South Brisbane,Queensland,Australia,APAC,Small
10165,44,53.44,7,2351.36,22 October 2003,Shipped,4,10,2003,Trains,62,S32_3207,Singapore,,Singapore,Japan,Small
10176,22,64,6,1408,11 June 2003,Shipped,4,11,2003,Trains,62,S32_3207,Reggio Emilia,,Italy,EMEA,Small
10184,48,50.95,1,2445.6,14 November 2003,Shipped,4,11,2003,Trains,62,S32_3207,Sevilla,,Spain,EMEA,Small
10195,33,54.68,1,1804.44,25 November 2003,Shipped,4,11,2003,Trains,62,S32_3207,White Plains,NY,USA,,Small
10207,45,56.55,2,2544.75,12 September 2003,Shipped,4,12,2003,Trains,62,S32_3207,Boston,MA,USA,,Small
10220,20,52.82,6,1056.4,02 December 2004,Shipped,1,2,2004,Trains,62,S32_3207,Dublin,,Ireland,EMEA,Small
10230,46,60.9,4,2801.4,15 March 2004,Shipped,1,3,2004,Trains,62,S32_3207,Frankfurt,,Germany,EMEA,Small
10247,40,49.71,6,1988.4,05 May 2004,Shipped,2,5,2004,Trains,62,S32_3207,Espoo,,Finland,EMEA,Small
10272,45,64.63,6,2908.35,20 July 2004,Shipped,3,7,2004,Trains,62,S32_3207,Allentown,PA,USA,,Small
10282,36,59.65,9,2147.4,20 August 2004,Shipped,3,8,2004,Trains,62,S32_3207,San Rafael,CA,USA,,Small
10292,31,67.73,3,2099.63,09 August 2004,Shipped,3,9,2004,Trains,62,S32_3207,NYC,NY,USA,,Small
10306,46,50.33,17,2315.18,14 October 2004,Shipped,4,10,2004,Trains,62,S32_3207,Manchester,,UK,EMEA,Small
